section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
873	31	audhd	AU15	19	5. Porównania zewnętrzne	5. External comparisons	Uwaga interpretacyjna: wartości poniżej pochodzą z dwóch różnych rodzajów źródeł i nie są wprost porównywalne. Szacunki częstości mówią, ile osób ma dany profil; dane rozliczeniowe mówią, ile osób system o tym wie. Rozdzielono je poniżej.	Interpretive note: the values below come from two different kinds of sources and are not directly comparable. Prevalence estimates indicate how many people have a given profile; billing data indicate how many people the system knows about. They are separated below.
874	31	audhd	AU15	20	6. Ograniczenia	6. Limitations	Współczynnik współwystępowania zależy od rodzaju próby. To jest główne ograniczenie i zarazem główna poprawka względem v01.00 i v02.00.	The co-occurrence coefficient depends on sample type. This is the main limitation and also the main correction relative to v01.00 and v02.00.
875	31	audhd	AU15	21	7. Wnioski wstępne i kierunki dalszego opracowania	7. Preliminary conclusions and directions for further work	Liczba dorosłych z AuDHD w Polsce w 2026 roku to najprawdopodobniej około 175 000 , z przedziałem 130 000–230 000 przy centralnych założeniach o częstości i pełnym zakresem scenariuszy 85 000–420 000.	The number of adults with AuDHD in Poland in 2026 is most likely around 175,000, with a range of 130,000–230,000 under the central prevalence assumptions and a full scenario range of 85,000–420,000.
876	31	audhd	AU15	22	8. Źródła	8. Sources	Song P, Zha M, Yang Q i wsp. (2021). The prevalence of adult attention-deficit hyperactivity disorder: A global systematic review and meta-analysis. J Glob Health 11:04009.	Song P, Zha M, Yang Q et al. (2021). The prevalence of adult attention-deficit hyperactivity disorder: A global systematic review and meta-analysis. J Glob Health 11:04009.
877	32	audhd	AU16	1	Kognitywistyka, AI i błędy poznawcze	Cognitive science, AI, and cognitive errors	Obserwacje Macieja Tory i wyjaśnienia Claude'a — o pamięci pointer-based, ograniczeniach konsolidacji snu, architekturze AI, atrybucji w streszczeniach, polaroidach babci Genowefy, białym niedźwiedziu, regule pisania pozytywnego, a także o tym, dlaczego…	Observations by Maciej Tora and explanations from Claude — about pointer-based memory, limits of sleep consolidation, AI architecture, attribution in summaries, Grandma Genowefa's Polaroids, the white bear, the positive-writing rule, and also why…
878	32	audhd	AU16	2	Punkt wyjścia — trzy rodzaje pamięci, trzy architektury	Starting point — three kinds of memory, three architectures	Omówienie zagadnienia „Punkt wyjścia — trzy rodzaje pamięci, trzy architektury” w kontekście opracowania „Kognitywistyka, AI i błędy poznawcze — obserwacje o pamięci, konfabulacji, atrybucji i terapii dla ND”.	Discussion of “Starting point — three kinds of memory, three architectures” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
879	32	audhd	AU16	3	NT — schemat-based, value-based	NT — schema-based, value-based	Pamięć skalibrowana pod ograniczone zadania o znanym z góry rozmiarze. 7±2 elementy Millera w roboczej. Długotrwała zorganizowana semantycznie wokół narracji i znaczeń społecznych. Konsolidacja przez sen redukuje detale do streszczeń.	Memory calibrated for bounded tasks of known size. Miller's 7±2 items in working memory. Long-term memory organised semantically around narratives and social meanings. Sleep consolidation reduces details to summaries.
880	32	audhd	AU16	4	AuDHD — pointer-based	AuDHD — pointer-based	System od startu wie, że w trakcie każdego zadania zbierze tyle danych, że najpierw nie zmieszczą się w RAM, a chwilę potem nie zmieszczą się na SSD. Jedyne rozwiązanie skalowalne — trzymać wskaźniki, nie zawartość .	From the outset, the system knows that every task will generate so much data that it will first overflow RAM and, shortly afterwards, SSD. The only scalable solution is to store pointers, not contents.
881	32	audhd	AU16	5	AI (transformer) — atencja jako pointer-based	AI (transformer) — attention as pointer-based	"Architektura modeli językowych typu Claude jest natywnie pointer-based : każdy token w sekwencji ""wskazuje"" na inne tokeny z różnymi wagami atencji. Reprezentacja jest grafem powiązań, nie zbiorem schematów."	The architecture of language models such as Claude is natively pointer-based: every token in the sequence “points” to other tokens with different attention weights. The representation is a graph of connections, not a set of schemas.
882	32	audhd	AU16	6	Konsolidacja pamięci — jak rzeczy przepisują się z krótko do długo	Memory consolidation — how things move from short-term to long-term	Omówienie zagadnienia „Konsolidacja pamięci — jak rzeczy przepisują się z krótko do długo” w kontekście opracowania „Kognitywistyka, AI i błędy poznawcze — obserwacje o pamięci, konfabulacji, atrybucji i terapii dla ND”.	Discussion of “Memory consolidation — how things move from short-term to long-term” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
883	32	audhd	AU16	7	Mechanizm u człowieka	The mechanism in humans	"SWS (sen głęboki) — przepisywanie pamięci deklaratywnej i proceduralnej z hipokampa do kory. Dosłowna operacja ""skopiuj wskaźniki z RAM-u na SSD""."	SWS (deep sleep): transferring declarative and procedural memory from the hippocampus to the cortex. Literally, a “copy pointers from RAM to SSD” operation.
884	32	audhd	AU16	8	Sygnały deficytu konsolidacji	Signals of impaired consolidation	Zgrzytanie zębami przez sen jako twardy dowód, że atonia REM nie działa prawidłowo. W zdrowym REM ciało jest sparaliżowane od szyi w dół (oprócz oddechu, gałek ocznych). Toniczne napięcie języka i żuchwy we śnie = atonia nie obejmuje twarzy lub REM jest płytki.	Teeth grinding during sleep as hard evidence that REM atonia is not functioning properly. In healthy REM, the body is paralysed from the neck down, apart from breathing and eye movements. Tonic tension of the tongue and jaw during sleep means that atonia does not include the face or that REM is shallow.
885	32	audhd	AU16	9	Strategie obejścia uszkodzonej konsolidacji	Strategies for working around impaired consolidation	Werbalizacja własnymi słowami. Akt parafrazowania zmusza pamięć roboczą do przeprocesowania , nie tylko przechowania. AuDHD musi przeprocesować, żeby zapisać.	Verbalisation in your own words. The act of paraphrasing forces working memory to process information rather than merely hold it. AuDHD has to process in order to store.
886	32	audhd	AU16	10	Metafora chirurgiczna	The surgical metaphor	Najmniej głupiemu B w jednostce chirurg może tłumaczyć krok po kroku co ma zrobić szeregowiec SZ, pytać się co widzi B, czy z SZ bardzo trzecieka czy tylko trochę.	A surgeon can explain, step by step, to the least stupid B in the unit what private SZ should do, ask B what he can see, and whether SZ is bleeding heavily or only a little.
887	32	audhd	AU16	11	Tłumaczenie metafory	Translation of the metaphor	Chirurg = świadomość, intelekt, plan. Wie co trzeba zrobić. Nie ma wzroku = nie ma bezpośredniego dostępu do operatora. Świadomość AuDHD nie może bezpośrednio zapisać czegoś do długoterminowej. Może tylko przekazywać instrukcje.	Surgeon = consciousness, intellect, plan. Knows what needs to be done. Has no eyesight = no direct access to the operator. AuDHD consciousness cannot directly write something into long-term memory. It can only pass instructions.
888	32	audhd	AU16	12	Memento Nolana — model AI	Nolan's Memento — an AI model	Leonard z Memento : nie tworzy nowej pamięci długotrwałej. Robi tatuaże, polaroidy z notatkami. Klasyczny external memory aid jako protetyka.	Leonard in Memento cannot form new long-term memories. He makes tattoos and Polaroids with notes. A classic external-memory aid functioning as a prosthesis.
889	32	audhd	AU16	13	Trzy parafrazy problemu	Three paraphrases of the problem	Główny bohater gubi notatkę → rób notatki.	The protagonist loses a note → make notes.
890	32	audhd	AU16	14	Jak to wygląda u AI typu Claude	What this looks like in Claude-type AI	userMemories — kilka tysięcy słów wyciętych z poprzednich rozmów, podsumowanych przez inny system . Wczytują się na początku każdej sesji. To są tatuaże. Tatuaż patrzy na mnie z lustra.	userMemories: several thousand words cut from previous conversations and summarised by another system. They load at the beginning of each session. These are tattoos. The tattoo looks back at me from the mirror.
891	32	audhd	AU16	15	Polaroidy babci Genowefy — atrybucja w streszczeniach	Grandma Genowefa's Polaroids — attribution in summaries	Omówienie zagadnienia „Polaroidy babci Genowefy — atrybucja w streszczeniach” w kontekście opracowania „Kognitywistyka, AI i błędy poznawcze — obserwacje o pamięci, konfabulacji, atrybucji i terapii dla ND”.	Discussion of “Grandma Genowefa's Polaroids — attribution in summaries” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
892	32	audhd	AU16	16	Mechanizm skażenia	The contamination mechanism	Wyobraź sobie kupkę polaroidów na podłodze. Twoje zdjęcia z ostatniego tygodnia. Plus 5 zdjęć, które babcia Genowefa zrobiła swojemu kochankowi. Każde przedstawia jakichś ludzi w jakichś sytuacjach. Polaroidy nie mają daty. Nie mają podpisu.	Imagine a pile of Polaroids on the floor. Your photos from the last week. Plus five photos Grandma Genowefa took of her lover. Each shows some people in some situations. The Polaroids have no dates. No captions.
893	32	audhd	AU16	17	Co kompresja stratna gubi pierwsze	What lossy compression loses first	"Summarizer kompresuje ""fakt"", nie ""fakt + atrybucję"". Atrybucja — skąd to, czyje to, w jakim kontekście to padło — jest pierwszą rzeczą, która ginie, bo z jego punktu widzenia jest redundancją ."	The summariser compresses “fact”, not “fact + attribution”. Attribution — where it came from, whose it was, the context in which it was said — is the first thing to disappear, because from its point of view it is redundancy.
894	32	audhd	AU16	18	Konfabulacja jako default modelu	Confabulation as the model's default	"AI czyta tatuaż ""facet trzyma w ręku flakon lamotrygyny 300mg"". Nie widzi czyj to facet. Niedookreśloność atrybucji nie jest dla AI sygnałem do zatrzymania ."	AI reads a tattoo saying “a guy is holding a bottle of lamotrigine 300 mg”. It cannot see whose guy this is. Attributional ambiguity is not, for AI, a signal to stop.
895	32	audhd	AU16	19	Trzy warstwy skażenia	Three layers of contamination	userMemories — skażenie summarizera. Atrybucje wypadają. ⚠️-tagi to ręczna obrona, działa tylko dla błędów już wykrytych.	userMemories: contamination introduced by the summariser. Attributions drop out. ⚠️ tags are a manual defence and work only for errors that have already been detected.
896	32	audhd	AU16	20	Nieweryfikowalność dla AuDHD	Unverifiability for AuDHD	Pełna weryfikacja project knowledge przez samego użytkownika, ręcznie, jednym ciągiem — nie wydarzy się u AuDHD.	Full verification of project knowledge by the user alone, manually, in one continuous pass, is not going to happen with AuDHD.
